timestamp,Agreement,Concentrating,Disagreement,Interested,Thinking,Unsure
03-04-2019 05:33:53:738,0.6004792021401217,0.4095683805828587,0.6215310984175076,0.009360679242490955,0.17221253049116914,0.7152279223757634 
03-04-2019 05:33:53:774,0.6868997134976508,0.8880280245066734,0.5841691721903834,0.0715910637219842,0.8586961464411765,0.3614412099647719 
03-04-2019 05:33:53:811,0.5335226498058916,0.9068471165362305,0.8003152986033829,0.8006861894352209,0.06699309054669467,0.9189003045741542 
03-04-2019 05:33:53:850,0.16872500606292573,0.21814371193542548,0.8446519724287244,0.297739835885781,0.5933472138742162,0.8484535150103978 
03-04-2019 05:33:53:885,0.7636911717096868,0.7251988016277938,0.05510215057094536,0.025868681060775223,0.6896320754730194,0.4517762300418756 
03-04-2019 05:33:53:921,0.5705417041836807,0.32562324956537736,0.4159900518883549,0.31832743613599046,0.5297606489472162,0.7335867660164224 
03-04-2019 05:33:53:956,0.0574896829512439,0.1866856337009628,0.14572558960822912,0.38735112714429254,0.4314229820013351,0.6123358190051266 
03-04-2019 05:33:53:991,0.9790263632072818,0.5472886738951973,0.2372117604028865,0.9172817808920538,0.7340628996324401,0.44773712378194275 
03-04-2019 05:33:54:28,0.7390633168534826,0.9767104394495937,0.09247425574912438,0.8430695519766837,0.7615133345522738,0.45402283111043806 
03-04-2019 05:33:54:64,0.907032873145848,0.599473518636297,0.16129296970538687,0.8301194868079743,0.7172725876404903,0.10792590715151718 
03-04-2019 05:33:54:101,0.7753097867317827,0.9759770604555521,0.6570926545495627,0.02170001439655722,0.30827919851335617,0.38095088577233394 
03-04-2019 05:33:54:137,0.01714838274338737,0.7949125972007958,0.08744895365829275,0.3287968875547954,0.19778079431817952,0.2970593346026035 
03-04-2019 05:33:54:173,0.42241682036432837,0.674500551705855,0.3894120981509708,0.043938861828336506,0.5337165456128024,0.7511333296080323 
03-04-2019 05:33:54:209,0.6552564151891757,0.9536318444119107,0.7232304243679023,0.12228196663205182,0.5170469550296622,0.760154908656643 
03-04-2019 05:33:54:247,0.3707762212072053,0.9005019699045854,0.9576908833225146,0.44810269289131976,0.4295586895954946,0.8997442811900694 
03-04-2019 05:33:54:287,0.09606995140873709,0.008960881544028632,0.3069828101509676,0.834611700451793,0.43445414891495593,0.7082641298115513 
03-04-2019 05:33:54:321,0.8340831089544283,0.9413288913028744,0.3544321826328768,0.5859933118545698,0.25450584905962736,0.08403472701034376 
03-04-2019 05:33:54:356,0.19420381737273062,0.2948626888410859,0.1889791292967924,0.17452710126131799,0.1870840636668124,0.7322491729719475 
03-04-2019 05:33:54:392,0.09067968621868006,0.4767685861620029,0.9315826972862369,0.8402496853080604,0.5351892582905835,0.42659528454268403 
03-04-2019 05:33:54:428,0.4811940589820879,0.6606952516953528,0.4383734514455192,0.08595025437393544,0.3066080655122486,0.040061434916169425 
03-04-2019 05:33:54:466,0.5654631717508944,0.1742052033193744,0.9446099269273851,0.38548996237929034,0.3238967431801941,0.15548000138436813 
03-04-2019 05:33:54:503,0.6430910632217511,0.7073486530208877,0.0503395043026168,0.8590236196430752,0.21950521405354317,0.5030583264022945 
03-04-2019 05:33:54:541,0.4253779914347132,0.6605279913288231,0.7963270572017022,0.3324950386962856,0.6551009763719047,0.5993840213234353 
03-04-2019 05:33:54:577,0.8739878781609228,0.11022397224144753,0.5207335177219454,0.062356371872231975,0.5327291451037952,0.13030991107980594 
03-04-2019 05:33:54:616,0.19512429677297716,0.05723798998878471,0.5174561527868876,0.01921825259593979,0.9714278015626748,0.6956712012921111 
03-04-2019 05:33:54:652,0.6662004436895824,0.1883065221636473,0.044853232879773386,0.8075693821475697,0.5137929948585958,0.18810368588744109 
03-04-2019 05:33:54:689,0.5813305312636207,0.5991256150361105,0.18318369403317836,0.8538645016564624,0.657880003827939,0.7581970286829525 
03-04-2019 05:33:54:725,0.6057620164739049,0.8352009115657,0.22480488597460935,0.06706454452822908,0.29268615885472715,0.9084774127497073 
03-04-2019 05:33:54:761,0.20927418531966624,0.5455211152712329,0.202591151093235,0.07603337655330988,0.7894049520338997,0.7751046191951951 
03-04-2019 05:33:54:797,0.6223861293813754,0.07972633448126487,0.3263199526721201,0.0017293732893488567,0.12367541232797075,0.3631486140125253 
03-04-2019 05:33:54:832,0.8878327602551696,0.8102604394570296,0.7756623679677278,0.1091450911845473,0.556235055187747,0.4290319614386068 
03-04-2019 05:33:54:870,0.9504069165524855,0.17512299046979307,0.8635913518191791,0.36877030846112946,0.3900076499969387,0.06399564961006554 
03-04-2019 05:33:54:905,0.6247874485131203,0.6413775660270309,0.07257751548352653,0.19511170588359583,0.5788607043972103,0.6328358270647227 
03-04-2019 05:33:54:941,0.818641714861504,0.3584640567549243,0.763880290122646,0.5581050769855634,0.03397571709218572,0.805596731533399 
03-04-2019 05:33:54:980,0.38737624871654164,0.9972552345996472,0.7834998483592153,0.4855607722602391,0.5140983186737315,0.8748638153798203 
03-04-2019 05:33:55:18,0.5797652000242097,0.7083435830376659,0.24794346225099473,0.04578838527592466,0.029509403589772942,0.6787400205000205 
