timestamp,Agreement,Concentrating,Disagreement,Interested,Thinking,Unsure
03-04-2019 03:12:02:68,0.11530106776251259,0.0014407555462502275,0.24037630364541096,0.3615119832729534,0.9060818990171647,0.336187705003293 
03-04-2019 03:12:02:111,0.3705441361683576,0.42085983418350426,0.8218662532826202,0.7781291028640127,0.8960069216087967,0.010527005921972754 
03-04-2019 03:12:02:152,0.10916228868721811,0.23358317044371146,0.21428066871587526,0.03238328852755157,0.18854813072251497,0.1838289528673568 
03-04-2019 03:12:02:191,0.3973301480032059,0.17647661606010234,0.09792157066106444,0.3890250772405498,0.16504780490622128,0.20252236518117506 
03-04-2019 03:12:02:231,0.5295165164469635,0.03650521839617005,0.901087655050906,0.5744005228636359,0.6567937441308305,0.9829356352448501 
03-04-2019 03:12:02:266,0.8389865973169671,0.9413170050403269,0.753654791704691,0.032951018618937566,0.9010165663615632,0.3078055720350875 
03-04-2019 03:12:02:305,0.4443241815770622,0.8778658636072408,0.883792214834765,0.5953570799389793,0.9703238790295212,0.6375125300243616 
03-04-2019 03:12:02:343,0.030335174974108314,0.5409371058010749,0.00896378997393299,0.5843026276620373,0.8993046072813797,0.7371715772490067 
03-04-2019 03:12:02:384,0.4204557463374927,0.09810058976065761,0.8306336214588036,0.4272468349557771,0.8961647238051125,0.8088881890400273 
03-04-2019 03:12:02:421,0.36136968145602744,0.12058198531538777,0.7460337447990502,0.822697049710641,0.6165500140449243,0.9320414592328883 
03-04-2019 03:12:02:459,0.3262772975101471,0.2057006802432374,0.827472424220481,0.05487370366914335,0.8311265041477783,0.2572706009264335 
03-04-2019 03:12:02:499,0.7879815247039693,0.43847332740566436,0.6962786189755056,0.17310516146252253,0.23971513014607349,0.10053586768322231 
03-04-2019 03:12:02:537,0.9928844337856982,0.6513651467234158,0.45746386493734736,0.10251487854356134,0.4199589005590264,0.8149866502394251 
03-04-2019 03:12:02:576,0.16070553313753533,0.9111945796132755,0.4983268474991567,0.05449506092990031,0.6154523181939763,0.0972110772005288 
03-04-2019 03:12:02:613,0.37542096577036577,0.10995230326263883,0.5554734286836623,0.5667696785299748,0.3508815584927717,0.04735008176745803 
03-04-2019 03:12:02:652,0.8092139987029755,0.2475888251709436,0.9584813299911698,0.2796351805976318,0.9853462347749656,0.7795544798910731 
03-04-2019 03:12:02:688,0.2470321867452835,0.9950089498708815,0.13954561434424395,0.7836257109518328,0.08491054754016736,0.569278021353113 
03-04-2019 03:12:02:738,0.5074436930143217,0.914045345309957,0.12201286584765736,0.4589975120299318,0.8159451617875751,0.0758457318258764 
03-04-2019 03:12:02:777,0.611129508688741,0.825429848745094,0.45318486452392803,0.5374762555845217,0.47668344250771,0.909702832261204 
03-04-2019 03:12:02:818,0.9167143465042631,0.44244924540108344,0.786738310387407,0.7364130072668285,0.646730574306873,0.5635378552049509 
03-04-2019 03:12:02:861,0.2600187059168745,0.8010447305926524,0.4186527513235756,0.6637936820362356,0.3064551321038651,0.7738650115927918 
03-04-2019 03:12:02:905,0.028202629617310238,0.45311545021835364,0.523410994383209,0.8744392739454884,0.4521763390050121,0.5669060721370831 
03-04-2019 03:12:02:945,0.2133261761487908,0.004925735445461155,0.6602484508520853,0.07130804199603069,0.8277270851069564,0.2279171966323692 
03-04-2019 03:12:02:982,0.6059134708535073,0.26160496524732724,0.025427625321307268,0.2895686303390307,0.028717618327001038,0.5409241757792594 
