timestamp,P1,A1,D1
03-04-2019 03:12:02:68,0.8077716969501771,-0.0847477304042703,0.33489820217006716
03-04-2019 03:12:02:111,1.6331467356200782,-0.07688852989205286,0.9795327641205782
03-04-2019 03:12:02:152,0.16556725679776402,-0.10080067974266088,0.3110374397999752
03-04-2019 03:12:02:191,0.8274357103678398,-0.04938555588674021,-0.5494315987975427
03-04-2019 03:12:02:231,-0.086807288458156,1.2356083341854278,-0.49246605697754287
03-04-2019 03:12:02:266,1.6528108235980166,-1.5869087863601412,1.4162451751355887
03-04-2019 03:12:02:305,1.366566259293677,-0.17585209941571822,1.054788165931124
03-04-2019 03:12:02:343,1.3087441484956606,-0.1401388931715858,0.09739612317123514
03-04-2019 03:12:02:384,0.20244608436020894,0.6520475855513452,0.16830816469127652
03-04-2019 03:12:02:421,0.24312352649504188,1.4022705729262404,-0.6329424462401947
03-04-2019 03:12:02:459,0.33323516042339174,-0.22348775308510505,1.2258780065057728
03-04-2019 03:12:02:499,0.8424606570595018,-0.49625033413445674,0.3128445226775294
03-04-2019 03:12:02:537,0.8942728444349293,-0.6892430873478066,-0.38159805034889493
03-04-2019 03:12:02:576,1.146309567175002,-1.0373194453152013,1.712562074038444
03-04-2019 03:12:02:613,0.8002009956046308,0.3333383614553189,0.026766564371274226
03-04-2019 03:12:02:652,0.5837484293642737,-0.024478068169010103,0.3230127307453986
03-04-2019 03:12:02:688,1.4017537594108083,0.16549766249285736,-0.3804708072949362
03-04-2019 03:12:02:738,2.4985731144682517,-1.580578090408388,0.8097164360750596
03-04-2019 03:12:02:777,1.0878313587409345,-0.012878847571891061,-0.30301044075773476
03-04-2019 03:12:02:818,1.3920310078866902,0.08079500664696682,-0.34074707888067934
03-04-2019 03:12:02:861,0.8387944877332602,0.488792876339211,-0.17152478552580874
03-04-2019 03:12:02:905,0.7176166262658723,1.0312619216251044,-0.04084519209330695
03-04-2019 03:12:02:945,0.22912139121278452,-0.08650530722072314,0.9803498566273122
03-04-2019 03:12:02:982,0.6194528836662996,-0.04031562298823821,-1.120656068076162
